,index,rsq_adj,log_slope_val,log_rsq,int_val,slope_val,log_int_pval,int_pval,slope_pval,rsq,log_int_val,log_rsq_adj,log_slope_pval,subj_id
64,(wfpt.40),0.007050108490531892,0.11542254317862483,0.00520115934423937,0.536442721905902,0.1101817836752955,0.0,0.0,7.300959118246829e-187,0.0070583831419165355,1.132622473898913,0.00519286921573181,4.188952779369306e-138,s121
65,(wfpt.41),0.0005790813144759266,0.02749980639049915,0.000445496638916798,0.4553728027995998,0.02856509161764384,0.0,0.0,4.583040574098247e-17,0.0005874098915363835,1.2084645480659646,0.0004371668792261252,2.6251937495304116e-13,s128
66,(wfpt.42),2.7347362214769078e-06,-0.0034248423543212503,9.477679635216951e-06,0.4881867613594646,-0.00357801568229138,0.0,0.0,0.24937775824739936,1.1102984200594967e-05,1.2513813249126855,1.1094180549786614e-06,0.2872290103322652,s129
67,(wfpt.43),0.00013626784998421737,0.008293289775722856,4.893675868178349e-05,0.6775875159116352,0.01233970683129091,0.0,0.0,3.583107426810957e-05,0.00014474134325237475,1.2925885239068053,4.046245349664801e-05,0.016259822948198974,s142
68,(wfpt.44),8.614833204689809e-06,0.005142205345168703,2.4147766154225536e-05,0.45238032989381705,0.004247452337156121,0.0,0.0,0.15427672398192963,1.6983031977613194e-05,1.225371049916233,1.5779627338230462e-05,0.08937290266637092,s145
69,(wfpt.45),0.00014809548574801212,0.010293469849887896,6.79614521261751e-05,0.5667169184372456,0.014325732007794361,0.0,0.0,1.531155265145721e-05,0.0001564625173090528,1.2557657235109303,5.9593679958114265e-05,0.004374336041279299,s149
70,(wfpt.46),1.7067704123352456e-06,-0.006867332233308571,3.572307748411774e-05,0.7650959082108884,-0.0031221245575952378,0.0,0.0,0.27270432622120233,1.011018803109831e-05,1.3330223348892707,2.7319875103293256e-05,0.03922646687814129,s161
71,(wfpt.47),5.0401260242916024e-05,0.005505571864029777,2.6675155182065424e-05,0.7157339196938246,0.0077075019080932545,0.0,0.0,0.007934630430690932,5.873424300728569e-05,1.302812222383206,1.8341905254182223e-05,0.0735935005659954,s163
72,(wfpt.48),0.000439191758360713,0.01810131332143014,0.00042445746639419024,0.4651984701322217,0.018397249931174794,0.0,0.0,2.319660762522687e-13,0.0004475215011772171,1.2224712340815773,0.00041612753137421077,9.500773570188668e-13,s165
73,(wfpt.49),0.0004409241242158135,0.02268758364519377,0.0003408798873473229,0.6973760308180046,0.021737953597423722,0.0,0.0,2.0866692438182234e-13,0.0004492538525958656,1.2800970498976874,0.0003325492558359233,1.5926417630530043e-10,s168
74,(wfpt.5),9.197574790031915e-05,0.00823515068356876,3.8299006842046346e-05,0.4633966540770553,0.012629736524683674,0.0,0.0,0.0005214479800737184,0.0001003083842077146,1.2309144689368885,2.9965853781233065e-05,0.03204901550654756,s014
75,(wfpt.50),0.00020822923559526973,0.014821197278068354,0.00013667709825337937,0.6252074575637602,0.015717740114545287,0.0,0.0,7.309256667216419e-07,0.00021707702867979073,1.268922754647492,0.00012782859365245702,8.493121288381816e-05,s170
76,(wfpt.51),0.0004821871180031856,0.022610345734636147,0.00025432693813665086,0.5355206941344495,0.02881493604253561,0.0,0.0,1.6799679102339442e-14,0.0004905165025220759,1.236731760505497,0.0002459955853386653,3.300204647146683e-08,s173
77,(wfpt.52),-4.0761555988311216e-06,-0.0007924267002638449,8.177044844570602e-07,0.5075434170148356,-0.001871247469417419,0.0,0.0,0.45517267394359584,5.140556777694094e-06,1.24429537756244,-8.401341917707583e-06,0.7658404233414275,s179
78,(wfpt.53),7.632204709118184e-06,-0.00859176028457423,3.335077898769523e-05,0.576793508050943,-0.005014497008200908,0.0,0.0,0.16631591097395176,1.59655438851658e-05,1.2805965489347892,2.5017584690978367e-05,0.04544423502607508,s180
79,(wfpt.54),0.001081349472149662,0.03006363002903699,0.0004847547284073661,0.6998984551672851,0.03896446750597268,0.0,0.0,2.5442064235680457e-25,0.0010914396614498667,1.2721476569496537,0.0004746584108527019,4.2597107706322055e-12,s182
80,(wfpt.55),6.979196538692278e-06,0.004034199254636578,2.0444450038015205e-05,0.8177214964020184,0.0034534392743117426,0.0,0.0,0.175246508836392,1.5312541156609072e-05,1.3339798166972248,1.2111148186777498e-05,0.1172774836029506,s184
81,(wfpt.56),7.457732991156263e-06,-0.00444234214023793,9.791494122723954e-06,0.6235197135350117,-0.011398810943785557,0.0,0.0,0.16906940742670293,1.582594144700078e-05,1.2804556183188525,1.4232351686072064e-06,0.2793879268211747,s187
82,(wfpt.57),0.0014416605868491361,-0.07635787550347234,0.002274847125181889,0.6757383974695722,-0.04700031325892991,0.0,0.0,1.3390749490311926e-39,0.0014500167935069808,1.387897918154536,0.0022664978209854247,3.8612064442178455e-61,s190
83,(wfpt.58),0.00019000786280909399,0.013252971580228187,0.0001141466592580187,0.501830396897242,0.013803579924270004,0.0,0.0,1.0673670982366064e-06,0.00019833968217541909,1.2353124363305157,0.00010581413827148722,0.00021467206830472476,s192
84,(wfpt.59),0.008394324631090133,0.06262849947665083,0.004339550807538561,0.6786136718616965,0.08527723835789837,0.0,0.0,1.5527241868924935e-218,0.008402728140233129,1.2339888364726708,0.004331112649572644,1.3039624042615544e-113,s196
85,(wfpt.6),0.001997618188350203,0.05314556696219189,0.0013813575302924486,0.608559546555515,0.051860263243755325,0.0,0.0,2.442302908308373e-54,0.0020059349441715613,1.221741135155083,0.0013730355695725782,5.893595325188749e-38,s015
86,(wfpt.60),9.84832642344502e-05,0.010130903644985121,6.840264027008214e-05,0.6359331002612066,0.011458838733694526,0.0,0.0,0.00040200423439628,0.000107029504089029,1.276768549094953,5.985607026581796e-05,0.004669445634911175,s198
87,(wfpt.61),0.00032962226027766217,0.011297654024005854,7.130079924588806e-05,0.5506033953641729,0.022565704660290842,0.0,0.0,2.671655839255082e-10,0.000338094114935239,1.2526953996098598,6.282668358970067e-05,0.0037242118871460687,s205
88,(wfpt.62),0.0009351403031616634,0.03441443817737197,0.0005157315748284264,0.6265281924001646,0.03789246854448185,0.0,0.0,2.383240860690934e-22,0.0009451310516661593,1.248763774689472,0.0005057365322432839,6.855744339592988e-13,s206
89,(wfpt.63),5.14291993714e-06,-0.0037242893613462094,1.440216890369328e-05,0.38367912658319936,-0.003615602621765056,0.0,0.0,0.20602650739834047,1.3726640459066353e-05,1.2109970739677685,5.818454180350763e-06,0.19521320999774353,s207
90,(wfpt.64),0.003469196469412461,0.0703332902596304,0.0027989314561001066,0.5785603048022269,0.07279699119269653,0.0,0.0,6.587302726820259e-93,0.0034775009619792963,1.1958340706956796,0.0027906213086931198,4.007791646031874e-75,s209
91,(wfpt.65),9.762496532050857e-05,-0.010292348573698809,0.00011058522436913076,0.47140557850674303,-0.011212192224592835,0.0,0.0,0.00038211416735708183,0.00010602757689726072,1.238360298181309,0.00010218208616608049,0.0002861097623000456,s212
92,(wfpt.66),0.0028105359571004573,0.07511052370825194,0.0021447928900504287,0.5516028475633681,0.07305832409547619,0.0,0.0,1.2050264346736984e-75,0.0028188459385506404,1.1825496521095606,0.002136477291397876,5.592434532868446e-58,s216
93,(wfpt.67),-5.123832548470375e-06,-0.001394318487284784,1.3826804665661996e-06,0.4851666401018377,0.0022072614224663053,0.0,0.0,0.5063958329117684,4.050610555084155e-06,1.2478783988939892,-7.791787113742288e-06,0.6978589043141395,s218
94,(wfpt.68),0.009010075087656721,0.11684729683183145,0.007288243844494446,0.547140103273553,0.1149437332008135,0.0,0.0,2.1160545818665837e-238,0.009018333405850232,1.1348170528885908,0.007279971108647532,6.662353077601209e-193,s226
95,(wfpt.69),1.0060041926052143e-05,0.0003084213593491734,9.971052050694595e-08,0.9550781341281942,0.0037186711231372974,0.0,0.0,0.13826908605588709,1.846338934874403e-05,1.3722406458942722,-8.303791221297985e-06,0.913259619497981,s233
96,(wfpt.7),4.706930058073766e-05,0.005289208365216264,1.6132652323253005e-05,0.41827357730364184,0.009290370854212991,0.0,0.0,0.009924919583741889,5.540231111167415e-05,1.2207576241807878,7.799314539758129e-06,0.16411509919263842,s017
97,(wfpt.70),2.633630372006479e-05,0.0057807608886485395,1.771059632404981e-05,0.8404307758081757,0.006199310051781444,0.0,0.0,0.041704525797473996,3.470435419483664e-05,1.3316215761008818,9.342263581513244e-06,0.14573298881786015,s237
98,(wfpt.71),-3.7198141036309806e-06,-0.0009145090330120106,3.911634217645954e-07,0.5464406584384723,0.0027028612365815425,0.0,0.0,0.4568406566717874,4.613619673410341e-06,1.2618094571922316,-7.942305543018335e-06,0.828478563656992,s238
99,(wfpt.72),-1.7084495165242686e-06,0.0016073845163590813,1.6365654904593185e-06,0.5688865831423771,0.00304602595711993,0.0,0.0,0.36978756463434537,7.025266135607389e-06,1.2664707775301924,-7.097197225247598e-06,0.665103866931344,s244
100,(wfpt.73),0.00032478445108152787,0.022066286635678434,0.0002845961737222291,0.6915261566941403,0.02041093942640076,0.0,0.0,1.47367753279298e-09,0.00033391398847948395,1.2791989145931772,0.0002754661859249996,2.3675625941347693e-08,s254
101,(wfpt.74),-8.658404373473871e-07,-0.0034119727049128634,5.866084135552896e-06,0.8065702637941876,-0.003398265839839626,0.0,0.0,0.3392117482931081,9.134268222243946e-06,1.334457493493265,-4.134057206561792e-06,0.44373865775282073,s259
102,(wfpt.75),5.4484411081578976e-05,0.005180792059417051,1.9262475398629242e-05,0.4986870551628141,0.009057650112522365,0.0,0.0,0.006040560184688265,6.28173598193893e-05,1.2452817783510364,1.0929163697381838e-05,0.12842245289941961,s262
103,(wfpt.76),7.227906665530082e-05,0.014182622290337227,0.00015347615551719596,0.49805791655481735,0.009878702108860878,0.0,0.0,0.002231869768817663,8.093652447682675e-05,1.2273019820613305,0.00014481932575538536,2.5491833587805045e-05,s265
104,(wfpt.77),4.051435561946981e-05,-0.007074325049882183,3.208761081352485e-05,0.45368170025011423,-0.007938807826372627,0.0,0.0,0.015652887118310484,4.8882287448481776e-05,1.2409710928603594,2.3719538440936105e-05,0.05020943779352302,s269
105,(wfpt.78),-7.571452100840759e-06,0.0014123981834484045,1.6743916394501568e-06,0.5781826569002455,0.0010312625088725069,0.0,0.0,0.7397253752340894,9.393230669951791e-07,1.2664249162205234,-6.836377272279037e-06,0.6573676409998847,s273
106,(wfpt.79),0.0003912893232032033,0.01906831907898482,0.00024221089192022482,0.453498193179385,0.02284394962631365,0.0,0.0,4.343562191083427e-12,0.00039961946520994385,1.2174019278443848,0.00023387943815345036,6.98737727975583e-08,s275
107,(wfpt.8),0.0015214433595539534,0.037914053409625684,0.0015596601823699707,0.596448730830036,0.037970442273577126,0.0,0.0,7.512197128513701e-42,0.0015297640835320037,1.2372616961874645,0.001551339707530297,1.2342226659706016e-42,s026
108,(wfpt.80),7.398584745632597e-06,-0.005120175776230916,2.6559892764677073e-05,0.5604103433490203,-0.003938002899662967,0.0,0.0,0.17325946954812432,1.6056604307812528e-05,1.2697765583232468,1.790188917916158e-05,0.0798665453789933,s277
109,(wfpt.81),-8.15141271370834e-06,-0.0025705370746056944,3.347789459762218e-06,0.5057215642947896,-0.0005489478952192053,0.0,0.0,0.8824961609908548,1.820579935696287e-07,1.254957274908447,-4.985654866063172e-06,0.5261986877168277,s284
110,(wfpt.82),0.0012673759081373026,0.034356400557813256,0.0006977902012850201,0.5212112553396728,0.042409353662444985,0.0,0.0,3.501764960055429e-35,0.0012756987493617311,1.2198626831931272,0.0006894625440757585,5.57985996978122e-20,s285
111,(wfpt.83),0.0003117928766611655,0.011929163348059657,9.488969000126524e-05,0.5000555859640412,0.020338972289517112,0.0,0.0,5.703918590303537e-10,0.000320123681143869,1.23705271769072,8.655700853732462e-05,0.0007395725756603304,s286
112,(wfpt.84),-8.162494192109904e-06,-0.0006594431280094216,2.807898932255526e-07,0.6000725418929782,-0.000491949353669846,0.0,0.0,0.8563689789808371,2.764644698727281e-07,1.2748065718294848,-8.158311166850396e-06,0.8552632688201587,s291
113,(wfpt.85),1.753430062534367e-05,0.0019363790908106977,2.4071289218552394e-06,0.5831340189164462,0.0057135794386797105,0.0,0.0,0.07851795017828264,2.5902424757751064e-05,1.2726794133490427,-5.961191827053014e-06,0.5917328416883249,s294
114,(wfpt.86),-3.092428251250112e-07,-0.002229529682368985,7.0339962032761605e-06,0.7648765270870921,-0.0021504998216919048,0.0,0.0,0.3264614983738875,8.02416253020688e-06,1.3218871219710662,-1.3001813827795417e-06,0.35825881316769936,s295
115,(wfpt.87),2.840260706571396e-05,0.0033251286364730575,1.2526627378051103e-05,0.5454788234657325,0.005131114929132366,0.0,0.0,0.03728657243548419,3.6913076068789685e-05,1.2531907852453552,4.015009100077904e-06,0.22507864469462033,s301
116,(wfpt.88),6.078630423500542e-05,0.00709164654096732,6.615220630812324e-05,0.8914700538787801,0.007107235742228268,0.0,0.0,0.003976712485308253,6.911920045660214e-05,1.3500007784669061,5.781928536119363e-05,0.004839762493948416,s305
117,(wfpt.89),0.0009038127578474553,0.038839632326908666,0.0006201692148989357,0.5205073478668091,0.040393664471777564,0.0,0.0,1.2583099319130484e-25,0.0009121386287900268,1.2135694626369173,0.0006118409108373246,6.245125348697159e-18,s307
118,(wfpt.9),0.002427952773282671,0.047828632109917765,0.0012768088198906735,0.4834548587771528,0.06007071343844271,0.0,0.0,1.2814784049544163e-65,0.0024362659429526534,1.1951100817195242,0.0012684859879169563,3.2744486091197464e-35,s027
119,(wfpt.90),3.300387778848446e-06,0.00136758634688975,1.4022642561561938e-06,0.4529170439231278,0.0037732278169362275,0.0,0.0,0.2376667505021364,1.1668631024419618e-05,1.2341951954668202,-6.966064901803293e-06,0.6822830351675286,s313
120,(wfpt.91),6.831889790792633e-05,-0.014476566776189914,8.315653975066173e-05,0.8201348596226137,-0.011107737886761525,0.0,0.0,0.0024223090097569393,7.665173135740222e-05,1.3548501902864756,7.482376050882422e-05,0.0015833635771723793,s314
121,(wfpt.92),7.760631340592017e-05,0.011906596785368512,5.2922972500812904e-05,0.5318283947204631,0.013018306720941106,0.0,0.0,0.0013210234004346886,8.593906945952856e-05,1.2465087344832264,4.458994130840388e-05,0.011732887650196627,s326
122,(wfpt.93),3.283634482253994e-05,0.005916102176043598,2.5000091860016838e-05,0.43812554804930937,0.007223373314450043,0.0,0.0,0.029412362837844177,4.160806355391067e-05,1.2256881534213324,1.622822744218322e-05,0.09137486901421868,s328
123,(wfpt.94),5.1051342582209e-06,0.007959221933784066,5.590729445037468e-05,0.4171372843580517,0.0038677272795338367,0.0,0.0,0.20412718697996218,1.3438494493422937e-05,1.213059722064191,4.757428812773856e-05,0.009593164065627933,s329
124,(wfpt.95),0.001219688842416411,0.0424549295339966,0.0007442125449474979,0.510613049766004,0.04657286396721663,0.0,0.0,6.260272731221853e-34,0.0012280120810364004,1.2076663953182276,0.0007358852745975586,3.3299125431314206e-21,s334
125,(wfpt.96),0.0004684628546554048,0.018254273943716343,0.0004574375435336675,0.7143455914949463,0.01844043589033808,0.0,0.0,3.881981626843734e-14,0.00047679235354403104,1.2915028279472371,0.00044910788335217333,1.2656830506762225e-13,s336
126,(wfpt.97),0.0006578267083945377,0.034513811068941566,0.0010255418927804794,0.4503513310917727,0.027106869028404854,0.0,0.0,3.813851739594325e-19,0.0006661546292379139,1.1887471201571447,0.0010172168975047802,1.309621358439195e-28,s339
127,(wfpt.98),1.101467852071547e-05,-0.0054350578541986294,2.3298348613587372e-05,0.4350446421677815,-0.004806543840317742,0.0,0.0,0.1280303669914936,1.9382857211036608e-05,1.2334965863035878,1.4930202689389382e-05,0.09520256893485116,s346
128,(wfpt.99),8.34772070303913e-05,0.007537960084095061,2.628480575206371e-05,0.810142438901448,0.011626168467842554,0.0,0.0,0.0009231310572973789,9.184477933465995e-05,1.3285367229286704,1.7916684819541118e-05,0.07634652341750522,s357
